"year","gender","place","disease","age","perten"
2010,"男","屏東縣","男性乳房",63.5,0.45
2010,"男","花蓮縣","男性乳房",88,0.57
2010,"男","台東縣","男性乳房",60,0.83
2011,"男","台閩地區","男性乳房",67.35,0.42
2011,"男","台北市","男性乳房",69.86,1.1
2011,"男","台中市","男性乳房",83,0.08
2011,"男","台南市","男性乳房",60.75,0.42
2011,"男","高雄市","男性乳房",66.75,0.29
2011,"男","新北市","男性乳房",70.25,0.41
2011,"男","桃園市","男性乳房",71.33,0.59
2011,"男","新竹縣","男性乳房",58,0.38
2011,"男","苗栗縣","男性乳房",70.5,0.69
2011,"男","彰化縣","男性乳房",53,0.75
2011,"男","雲林縣","男性乳房",60,0.54
2011,"男","屏東縣","男性乳房",77.5,0.45
2012,"男","台閩地區","男性乳房",65.86,0.3
2012,"男","台北市","男性乳房",94,0.08
2012,"男","台中市","男性乳房",68.71,0.53
2012,"男","台南市","男性乳房",67,0.42
2012,"男","高雄市","男性乳房",69.5,0.14
2012,"男","新竹市","男性乳房",81,0.47
2012,"男","新北市","男性乳房",65.67,0.31
2012,"男","桃園市","男性乳房",56.75,0.39
2012,"男","苗栗縣","男性乳房",63,0.69
2012,"男","彰化縣","男性乳房",62,0.15
2012,"男","南投縣","男性乳房",62,0.37
2012,"男","雲林縣","男性乳房",65,0.54
2012,"男","嘉義縣","男性乳房",55,0.36
2012,"男","屏東縣","男性乳房",19,0.23
2012,"男","花蓮縣","男性乳房",83.5,1.16
2013,"男","台閩地區","男性乳房",68.3,0.43
2013,"男","台北市","男性乳房",67.43,0.54
2013,"男","台中市","男性乳房",69,0.6
2013,"男","台南市","男性乳房",53.5,0.21
2013,"男","高雄市","男性乳房",66.5,0.43
2013,"男","基隆市","男性乳房",63,0.53
2013,"男","新北市","男性乳房",71.31,0.67
2013,"男","桃園市","男性乳房",72.5,0.39
2013,"男","彰化縣","男性乳房",67.75,0.6
2013,"男","嘉義縣","男性乳房",78,0.36
2013,"男","屏東縣","男性乳房",51,0.46
2013,"男","花蓮縣","男性乳房",78,0.58
2013,"男","金門縣","男性乳房",76,1.65
1979,"女","台閩地區","子宮",47.11,0.33
1979,"女","台北市","子宮",31.67,0.57
1979,"女","高雄市","子宮",55.75,0.39
1979,"女","基隆市","子宮",50,1.22
1979,"女","嘉義市","子宮",52,0.82
1979,"女","新北市","子宮",46,0.58
1979,"女","新竹縣","子宮",55,0.59
1979,"女","宜蘭縣","子宮",69,0.48
1979,"女","苗栗縣","子宮",52,0.39
1979,"女","南投縣","子宮",48,0.4
1979,"女","雲林縣","子宮",55,0.26
1979,"女","嘉義縣","子宮",47.5,0.73
1979,"女","屏東縣","子宮",47,0.24
1980,"女","台閩地區","子宮",49.5,0.3
1980,"女","台北市","子宮",52.6,0.47
1980,"女","台中市","子宮",52.8,0.64
1980,"女","台南市","子宮",41.5,0.54
1980,"女","新北市","子宮",54,0.09
1980,"女","桃園市","子宮",50.67,0.6
1980,"女","新竹縣","子宮",51,0.59
1980,"女","彰化縣","子宮",25,0.18
1980,"女","雲林縣","子宮",48,0.52
1980,"女","嘉義縣","子宮",56,0.37
1981,"女","台閩地區","子宮",45.28,0.29
1981,"女","台北市","子宮",49.33,0.27
1981,"女","台中市","子宮",48.5,0.25
1981,"女","高雄市","子宮",29.5,0.19
1981,"女","新竹市","子宮",33,0.74
1981,"女","新北市","子宮",46.33,0.26
1981,"女","桃園市","子宮",44.5,0.39
1981,"女","新竹縣","子宮",59,1.17
1981,"女","苗栗縣","子宮",55,0.77
1981,"女","彰化縣","子宮",37.33,0.53
1981,"女","嘉義縣","子宮",35,0.36
1981,"女","屏東縣","子宮",42,0.24
1982,"女","台閩地區","子宮",48.41,0.3
1982,"女","台北市","子宮",32,0.27
1982,"女","台中市","子宮",41.5,0.24
1982,"女","台南市","子宮",60,0.39
1982,"女","高雄市","子宮",58.67,0.27
1982,"女","新竹縣","子宮",50,0.58
1982,"女","苗栗縣","子宮",46,0.38
1982,"女","雲林縣","子宮",56.67,0.78
1982,"女","嘉義縣","子宮",51,0.36
1982,"女","屏東縣","子宮",49,0.24
1982,"女","花蓮縣","子宮",38.5,1.22
1982,"女","台東縣","子宮",20,0.79
1983,"女","台閩地區","子宮",49.86,0.39
1983,"女","台北市","子宮",64.5,0.34
1983,"女","台中市","子宮",39.75,0.48
1983,"女","台南市","子宮",58.33,0.39
1983,"女","高雄市","子宮",49.25,0.36
1983,"女","基隆市","子宮",26,0.6
1983,"女","新北市","子宮",50.5,0.49
1983,"女","雲林縣","子宮",42,0.26
1983,"女","嘉義縣","子宮",57.5,0.73
1983,"女","屏東縣","子宮",47.25,0.94
1983,"女","澎湖縣","子宮",51,2.02
1983,"女","花蓮縣","子宮",44,0.61
1984,"女","台閩地區","子宮",48.1,0.33
1984,"女","台北市","子宮",68,0.25
1984,"女","台中市","子宮",44,0.23
1984,"女","台南市","子宮",43.67,0.38
1984,"女","高雄市","子宮",36,0.27
1984,"女","基隆市","子宮",56,0.59
1984,"女","新北市","子宮",50,0.16
1984,"女","桃園市","子宮",64.5,0.35
1984,"女","彰化縣","子宮",38.5,0.34
1984,"女","雲林縣","子宮",57,0.52
1984,"女","花蓮縣","子宮",49,4.25
1984,"女","台東縣","子宮",47,0.8
1985,"女","台閩地區","子宮",47.6,0.32
1985,"女","台北市","子宮",58.5,0.33
1985,"女","台中市","子宮",49.33,0.34
1985,"女","高雄市","子宮",55,0.09
1985,"女","基隆市","子宮",67,0.59
1985,"女","新北市","子宮",39.86,0.54
1985,"女","桃園市","子宮",16,0.17
1985,"女","苗栗縣","子宮",37,0.38
1985,"女","彰化縣","子宮",44.5,0.34
1985,"女","南投縣","子宮",41,0.39
1985,"女","雲林縣","子宮",42,0.26
1985,"女","嘉義縣","子宮",56,0.74
1985,"女","屏東縣","子宮",49.33,0.7
1985,"女","花蓮縣","子宮",53.33,1.82
1986,"女","台閩地區","子宮",50.6,0.27
1986,"女","台北市","子宮",46.8,0.4
1986,"女","台中市","子宮",47.5,0.22
1986,"女","台南市","子宮",52,0.25
1986,"女","高雄市","子宮",65,0.09
1986,"女","基隆市","子宮",42,0.6
1986,"女","新竹市","子宮",46,0.68
1986,"女","新北市","子宮",49.67,0.23
1986,"女","桃園市","子宮",55,0.17
1986,"女","宜蘭縣","子宮",51,0.46
1986,"女","苗栗縣","子宮",47,0.38
1986,"女","雲林縣","子宮",53,0.53
1986,"女","嘉義縣","子宮",55,0.75
1986,"女","花蓮縣","子宮",46,0.61
1986,"女","台東縣","子宮",57.5,1.64
1987,"女","台閩地區","子宮",49.05,0.42
1987,"女","台北市","子宮",52,0.31
1987,"女","台中市","子宮",48.25,0.43
1987,"女","台南市","子宮",49.2,0.63
1987,"女","高雄市","子宮",41,0.26
1987,"女","基隆市","子宮",52,0.6
1987,"女","嘉義市","子宮",64,0.8
1987,"女","新北市","子宮",48.8,0.37
1987,"女","桃園市","子宮",47.67,0.5
1987,"女","新竹縣","子宮",36,0.58
1987,"女","彰化縣","子宮",29.5,0.34
1987,"女","南投縣","子宮",60,1.96
1987,"女","雲林縣","子宮",52.5,1.08
1987,"女","嘉義縣","子宮",57,0.38
1987,"女","屏東縣","子宮",27,0.24
1988,"女","台閩地區","子宮",53.25,0.55
1988,"女","台北市","子宮",46.6,0.38
1988,"女","台中市","子宮",48.86,0.74
1988,"女","台南市","子宮",47.33,0.37
1988,"女","高雄市","子宮",51.67,0.25
1988,"女","基隆市","子宮",27,0.6
1988,"女","新竹市","子宮",69.25,2.64
1988,"女","嘉義市","子宮",63,0.8
1988,"女","新北市","子宮",53.75,0.85
1988,"女","桃園市","子宮",48,0.16
1988,"女","新竹縣","子宮",52,1.15
1988,"女","宜蘭縣","子宮",68,0.46
1988,"女","苗栗縣","子宮",53.75,1.54
1988,"女","彰化縣","子宮",61.33,0.5
1988,"女","南投縣","子宮",45,0.79
1988,"女","雲林縣","子宮",52,0.55
1988,"女","嘉義縣","子宮",59,0.38
1988,"女","屏東縣","子宮",66,0.24
1989,"女","台閩地區","子宮",52.66,0.55
1989,"女","台北市","子宮",56,0.3
1989,"女","台中市","子宮",61.33,0.62
1989,"女","台南市","子宮",48.75,1.47
1989,"女","高雄市","子宮",50,0.33
1989,"女","新竹市","子宮",44,0.65
1989,"女","新北市","子宮",51.75,0.55
1989,"女","新竹縣","子宮",55.5,1.14
1989,"女","宜蘭縣","子宮",59,0.93
1989,"女","苗栗縣","子宮",49,1.54
1989,"女","南投縣","子宮",53.67,1.18
1989,"女","雲林縣","子宮",51.25,1.11
1989,"女","澎湖縣","子宮",58,2.2
1989,"女","花蓮縣","子宮",58,0.62
1989,"女","台東縣","子宮",49.5,1.72
1990,"女","台閩地區","子宮",47.97,0.35
1990,"女","台北市","子宮",47,0.45
1990,"女","台中市","子宮",36.8,0.51
1990,"女","台南市","子宮",43,0.61
1990,"女","高雄市","子宮",47.4,0.41
1990,"女","新竹市","子宮",42,1.28
1990,"女","新北市","子宮",44.5,0.13
1990,"女","新竹縣","子宮",33,0.56
1990,"女","宜蘭縣","子宮",51,0.46
1990,"女","苗栗縣","子宮",67,0.38
1990,"女","彰化縣","子宮",65,0.17
1990,"女","南投縣","子宮",62.5,0.78
1990,"女","雲林縣","子宮",53.5,0.56
1990,"女","嘉義縣","子宮",59,0.38
1990,"女","屏東縣","子宮",75,0.24
1991,"女","台閩地區","子宮",48.12,0.43
1991,"女","台北市","子宮",44.33,0.22
1991,"女","台中市","子宮",40.5,0.4
1991,"女","台南市","子宮",41,0.48
1991,"女","高雄市","子宮",47.6,0.41
1991,"女","新竹市","子宮",54,1.26
1991,"女","新北市","子宮",53.5,0.53
1991,"女","新竹縣","子宮",65,0.56
1991,"女","苗栗縣","子宮",41,0.38
1991,"女","彰化縣","子宮",36.33,0.5
1991,"女","南投縣","子宮",64.5,0.78
1991,"女","雲林縣","子宮",52.14,1.95
1991,"女","嘉義縣","子宮",45,0.76
1991,"女","屏東縣","子宮",37,0.23
1992,"女","台閩地區","子宮",46.55,0.33
1992,"女","台北市","子宮",47.67,0.45
1992,"女","台中市","子宮",42.88,0.77
1992,"女","台南市","子宮",45,0.24
1992,"女","高雄市","子宮",37.5,0.16
1992,"女","新北市","子宮",50.4,0.32
1992,"女","桃園市","子宮",61,0.15
1992,"女","新竹縣","子宮",49.67,1.65
1992,"女","宜蘭縣","子宮",41,0.46
1992,"女","苗栗縣","子宮",41.33,1.14
1992,"女","雲林縣","子宮",68,0.28
1992,"女","嘉義縣","子宮",47,0.38
1993,"女","台閩地區","子宮",49.83,0.23
1993,"女","台北市","子宮",57.67,0.23
1993,"女","台中市","子宮",49,0.09
1993,"女","台南市","子宮",38,0.12
1993,"女","高雄市","子宮",42.67,0.24
1993,"女","新北市","子宮",50,0.38
1993,"女","桃園市","子宮",61,0.14
1993,"女","新竹縣","子宮",54,0.54
1993,"女","宜蘭縣","子宮",41,0.9
1993,"女","雲林縣","子宮",53.75,1.11
1993,"女","台東縣","子宮",46,0.86
1994,"女","台閩地區","子宮",49.86,0.34
1994,"女","台北市","子宮",59.5,0.3
1994,"女","台中市","子宮",57,0.18
1994,"女","台南市","子宮",56,0.12
1994,"女","高雄市","子宮",46.25,0.32
1994,"女","基隆市","子宮",33,0.57
1994,"女","新竹市","子宮",35,0.61
1994,"女","新北市","子宮",49.62,0.81
1994,"女","桃園市","子宮",35,0.28
1994,"女","苗栗縣","子宮",52,1.13
1994,"女","嘉義縣","子宮",51.5,0.75
1994,"女","屏東縣","子宮",35,0.23
1994,"女","花蓮縣","子宮",75,0.6
1995,"女","台閩地區","子宮",50.41,0.16
1995,"女","台北市","子宮",46.5,0.15
1995,"女","台中市","子宮",65,0.09
1995,"女","台南市","子宮",47,0.35
1995,"女","高雄市","子宮",63,0.08
1995,"女","新竹市","子宮",35.5,1.21
1995,"女","新北市","子宮",51,0.12
1995,"女","桃園市","子宮",49,0.14
1995,"女","新竹縣","子宮",65,0.52
1995,"女","雲林縣","子宮",53,0.28
1995,"女","嘉義縣","子宮",40,0.37
1995,"女","金門縣","子宮",81,4.43
1996,"女","台閩地區","子宮",60.2,0.05
1996,"女","台北市","子宮",74,0.15
1996,"女","新北市","子宮",27,0.06
1996,"女","嘉義縣","子宮",63,0.75
1997,"女","台閩地區","子宮",57,0.07
1997,"女","台北市","子宮",79,0.08
1997,"女","台南市","子宮",49,0.11
1997,"女","新北市","子宮",58,0.12
1997,"女","彰化縣","子宮",59,0.16
1997,"女","雲林縣","子宮",48,0.56
1998,"女","台閩地區","子宮",55,0.1
1998,"女","台北市","子宮",57.5,0.15
1998,"女","台中市","子宮",48,0.17
1998,"女","高雄市","子宮",77,0.08
1998,"女","基隆市","子宮",65,0.54
1998,"女","新竹市","子宮",38,0.58
1998,"女","新北市","子宮",36,0.06
1998,"女","桃園市","子宮",58,0.13
1998,"女","南投縣","子宮",42,0.38
1998,"女","澎湖縣","子宮",78,2.35
1999,"女","台閩地區","子宮",55.64,0.1
1999,"女","台北市","子宮",77,0.08
1999,"女","台中市","子宮",47.5,0.17
1999,"女","台南市","子宮",73,0.11
1999,"女","桃園市","子宮",38,0.12
1999,"女","苗栗縣","子宮",85,0.38
1999,"女","彰化縣","子宮",47,0.16
1999,"女","南投縣","子宮",28,0.38
1999,"女","雲林縣","子宮",35,0.28
1999,"女","嘉義縣","子宮",67,0.75
2000,"女","台閩地區","子宮",53.67,0.11
2000,"女","台北市","子宮",79.5,0.15
2000,"女","台中市","子宮",56,0.16
2000,"女","高雄市","子宮",75,0.08
2000,"女","基隆市","子宮",40,0.53
2000,"女","嘉義市","子宮",67,0.76
2000,"女","新北市","子宮",41.67,0.17
2000,"女","桃園市","子宮",28,0.12
2000,"女","花蓮縣","子宮",38,0.6
2001,"女","台閩地區","子宮",46.83,0.05
2001,"女","台北市","子宮",38,0.07
2001,"女","台中市","子宮",35,0.08
2001,"女","新北市","子宮",53,0.06
2001,"女","花蓮縣","子宮",45.5,1.2
2001,"女","台東縣","子宮",64,0.88
2002,"女","台閩地區","子宮",35.4,0.05
2002,"女","台中市","子宮",34,0.08
2002,"女","台南市","子宮",25,0.11
2002,"女","新北市","子宮",39,0.06
2002,"女","彰化縣","子宮",52,0.16
2002,"女","花蓮縣","子宮",27,0.6
2003,"女","台閩地區","子宮",71,0.02
2003,"女","高雄市","子宮",51,0.07
2003,"女","苗栗縣","子宮",91,0.37
2004,"女","台閩地區","子宮",50,0.07
2004,"女","台北市","子宮",54,0.07
2004,"女","高雄市","子宮",47.33,0.22
2004,"女","新北市","子宮",49.67,0.16
2004,"女","新竹縣","子宮",55,0.45
2005,"女","台閩地區","子宮",53.86,0.06
2005,"女","台北市","子宮",44,0.07
2005,"女","台南市","子宮",42,0.11
2005,"女","高雄市","子宮",68.33,0.22
2005,"女","新北市","子宮",44,0.05
2005,"女","台東縣","子宮",42,0.89
2006,"女","台閩地區","子宮",55.63,0.07
2006,"女","台北市","子宮",47,0.07
2006,"女","台中市","子宮",66.5,0.16
2006,"女","嘉義市","子宮",59,0.73
2006,"女","新北市","子宮",46.5,0.11
2006,"女","苗栗縣","子宮",42,0.37
2006,"女","雲林縣","子宮",71,0.29
2007,"女","台閩地區","子宮",50.71,0.15
2007,"女","台北市","子宮",56,0.15
2007,"女","台中市","子宮",44.5,0.15
2007,"女","台南市","子宮",57,0.22
2007,"女","高雄市","子宮",59,0.15
2007,"女","新北市","子宮",42.5,0.11
2007,"女","桃園市","子宮",54.5,0.21
2007,"女","新竹縣","子宮",43,0.42
2007,"女","苗栗縣","子宮",43,0.37
2007,"女","彰化縣","子宮",17,0.16
2007,"女","雲林縣","子宮",46,0.29
2007,"女","屏東縣","子宮",86,0.23
2008,"女","花蓮縣","食道",72.6,3.04
2008,"女","花蓮縣","腎",61.4,3.04
2008,"女","屏東縣","不明原發部位",79.85,3.04
2008,"不分男女","苗栗縣","膽囊及肝外膽管",75.35,3.03
2008,"不分男女","台東縣","小腸",70,3.02
2009,"女","台閩地區","子宮",60.36,0.1
2009,"女","台北市","子宮",65,0.07
2009,"女","台中市","子宮",76,0.15
2009,"女","高雄市","子宮",58.5,0.15
2009,"女","嘉義市","子宮",56,0.72
2009,"女","新北市","子宮",53,0.05
2009,"女","桃園市","子宮",53.5,0.2
2009,"女","雲林縣","子宮",60,0.29
2009,"女","屏東縣","子宮",54,0.23
2010,"女","台閩地區","子宮",60,0.08
2010,"女","高雄市","子宮",64,0.22
2010,"女","新北市","子宮",36,0.05
2010,"女","桃園市","子宮",60.33,0.3
2010,"女","彰化縣","子宮",85,0.16
2010,"女","南投縣","子宮",46,0.39
2011,"女","台閩地區","子宮",55.7,0.09
2011,"女","台北市","子宮",71,0.07
2011,"女","台中市","子宮",63,0.07
2011,"女","台南市","子宮",66,0.11
2011,"女","高雄市","子宮",45.5,0.14
2011,"女","新北市","子宮",52,0.05
2011,"女","桃園市","子宮",64,0.2
2011,"女","新竹縣","子宮",32,0.4
2011,"女","南投縣","子宮",54,0.39
2012,"女","台閩地區","子宮",51.88,0.15
2012,"女","台北市","子宮",37,0.14
2012,"女","台中市","子宮",52,0.15
2012,"女","高雄市","子宮",59,0.43
2012,"女","基隆市","子宮",47,0.53
2012,"女","新北市","子宮",54,0.05
2012,"女","桃園市","子宮",38,0.1
2012,"女","宜蘭縣","子宮",73,0.44
2012,"女","彰化縣","子宮",31,0.16
2012,"女","屏東縣","子宮",53.5,0.48
2013,"女","台閩地區","子宮",54.17,0.1
2013,"女","台北市","子宮",63,0.14
2013,"女","台中市","子宮",37,0.07
2013,"女","高雄市","子宮",60.5,0.14
2013,"女","新北市","子宮",49,0.05
2013,"女","桃園市","子宮",55,0.1
2013,"女","宜蘭縣","子宮",64,0.44
2013,"女","彰化縣","子宮",43,0.32
2013,"女","雲林縣","子宮",67,0.29
2013,"女","花蓮縣","子宮",45,0.61
1979,"女","台閩地區","子宮頸",50.75,21.38
1979,"女","台北市","子宮頸",51.98,29.44
1979,"女","台中市","子宮頸",50.88,19.4
1979,"女","台南市","子宮頸",53.06,9.27
1979,"女","高雄市","子宮頸",50.62,7.79
1979,"女","基隆市","子宮頸",51.07,34.88
1979,"女","新竹市","子宮頸",47.35,54.07
1979,"女","嘉義市","子宮頸",48.3,24.51
1979,"女","新北市","子宮頸",50.19,26.55
1979,"女","桃園市","子宮頸",50.9,17.2
1979,"女","新竹縣","子宮頸",51.65,28.27
1979,"女","宜蘭縣","子宮頸",49.47,32.59
1979,"女","苗栗縣","子宮頸",52.27,17.01
1979,"女","彰化縣","子宮頸",50.93,22.58
1979,"女","南投縣","子宮頸",50.23,25.71
1979,"女","雲林縣","子宮頸",50.04,20.05
1979,"女","嘉義縣","子宮頸",50.71,15.25
1979,"女","屏東縣","子宮頸",47.78,11
1979,"女","澎湖縣","子宮頸",58,3.85
1979,"女","花蓮縣","子宮頸",49.11,22.56
1979,"女","台東縣","子宮頸",49,11.79
1980,"女","台閩地區","子宮頸",51.04,21.41
1980,"女","台北市","子宮頸",52.21,33.25
1980,"女","台中市","子宮頸",52.74,19.59
1980,"女","台南市","子宮頸",49.88,14.16
1980,"女","高雄市","子宮頸",51.49,9.86
1980,"女","基隆市","子宮頸",50.73,30
1980,"女","新竹市","子宮頸",51.59,32.83
1980,"女","嘉義市","子宮頸",50.96,18.88
1980,"女","新北市","子宮頸",50.22,26.9
1980,"女","桃園市","子宮頸",50.34,26.79
1980,"女","新竹縣","子宮頸",51.95,25.3
1980,"女","宜蘭縣","子宮頸",48.48,22.81
1980,"女","苗栗縣","子宮頸",51.3,14.27
1980,"女","彰化縣","子宮頸",50.67,19.32
1980,"女","南投縣","子宮頸",48.1,12.4
1980,"女","雲林縣","子宮頸",52.11,19.6
1980,"女","嘉義縣","子宮頸",51.32,10.22
1980,"女","屏東縣","子宮頸",51.33,9.52
1980,"女","澎湖縣","子宮頸",50.6,9.8
1980,"女","花蓮縣","子宮頸",48.66,23.58
1980,"女","台東縣","子宮頸",50.2,15.79
1981,"女","台閩地區","子宮頸",52.37,20.32
1981,"女","台北市","子宮頸",53.83,23.91
1981,"女","台中市","子宮頸",53.29,23.17
1981,"女","台南市","子宮頸",52.1,10.27
1981,"女","高雄市","子宮頸",50.87,7.15
1981,"女","基隆市","子宮頸",49.27,27.29
1981,"女","新竹市","子宮頸",55.49,25.73
1981,"女","嘉義市","子宮頸",48.32,18.05
1981,"女","新北市","子宮頸",51.11,26.47
1981,"女","桃園市","子宮頸",52.79,22.83
1981,"女","新竹縣","子宮頸",50.56,26.26
1981,"女","宜蘭縣","子宮頸",52.63,29.23
1981,"女","苗栗縣","子宮頸",51.8,23.41
1981,"女","彰化縣","子宮頸",52.83,18.91
1981,"女","南投縣","子宮頸",57.12,16.68
1981,"女","雲林縣","子宮頸",49.07,15.15
1981,"女","嘉義縣","子宮頸",51.64,16.41
1981,"女","屏東縣","子宮頸",50.08,9.01
1981,"女","澎湖縣","子宮頸",57.38,15.9
1981,"女","花蓮縣","子宮頸",50.61,25.27
1981,"女","台東縣","子宮頸",54.38,10.29
1981,"女","金門縣","子宮頸",58.75,16.53
1982,"女","台閩地區","子宮頸",52.6,20.27
1982,"女","台北市","子宮頸",54.82,14.51
1982,"女","台中市","子宮頸",54.32,19.62
1982,"女","台南市","子宮頸",53.4,11.04
1982,"女","高雄市","子宮頸",53.81,8.47
1982,"女","基隆市","子宮頸",49.26,11.44
1982,"女","新竹市","子宮頸",50.89,6.53
1982,"女","嘉義市","子宮頸",51.2,4.09
1982,"女","新北市","子宮頸",50.72,24.93
1982,"女","桃園市","子宮頸",51.03,22.66
1982,"女","新竹縣","子宮頸",51,21.53
1982,"女","宜蘭縣","子宮頸",49.92,23.43
1982,"女","苗栗縣","子宮頸",51.61,23.28
1982,"女","彰化縣","子宮頸",53.14,21.67
1982,"女","南投縣","子宮頸",54.3,21.36
1982,"女","雲林縣","子宮頸",55.51,21.67
1982,"女","嘉義縣","子宮頸",52.09,17.15
1982,"女","屏東縣","子宮頸",56.05,10.36
1982,"女","澎湖縣","子宮頸",47.29,13.99
1982,"女","花蓮縣","子宮頸",51.6,15.27
1982,"女","台東縣","子宮頸",48.68,17.42
1982,"女","金門縣","子宮頸",52.33,24.62
1983,"女","台閩地區","子宮頸",52.85,25.3
1983,"女","台北市","子宮頸",53.01,24.08
1983,"女","台中市","子宮頸",54.3,23.33
1983,"女","台南市","子宮頸",51.33,15.58
1983,"女","高雄市","子宮頸",51.18,14.44
1983,"女","基隆市","子宮頸",52.93,27.48
1983,"女","新竹市","子宮頸",53.17,25.69
1983,"女","嘉義市","子宮頸",51.38,13.04
1983,"女","新北市","子宮頸",51.72,21.68
1983,"女","桃園市","子宮頸",53.91,21.64
1983,"女","新竹縣","子宮頸",52.72,20.87
1983,"女","宜蘭縣","子宮頸",53,19.14
1983,"女","苗栗縣","子宮頸",53.49,20.2
1983,"女","彰化縣","子宮頸",52.95,21.29
1983,"女","南投縣","子宮頸",52.79,18.48
1983,"女","雲林縣","子宮頸",53.33,22.24
1983,"女","嘉義縣","子宮頸",53.69,18.63
1983,"女","屏東縣","子宮頸",55.46,16.19
1983,"女","澎湖縣","子宮頸",48.57,14.12
1983,"女","花蓮縣","子宮頸",53.33,26.19
1983,"女","台東縣","子宮頸",51.21,19.13
1983,"女","金門縣","子宮頸",51,20.55
1983,"女","連江縣","子宮頸",60,30.37
1984,"女","台閩地區","子宮頸",52.51,24.68
1984,"女","台北市","子宮頸",53.07,25
1984,"女","台中市","子宮頸",52.97,20.17
1984,"女","台南市","子宮頸",53.7,21.94
1984,"女","高雄市","子宮頸",50.55,13.6
1984,"女","基隆市","子宮頸",52.39,26.17
1984,"女","新竹市","子宮頸",53,23.86
1984,"女","嘉義市","子宮頸",55.7,16.26
1984,"女","新北市","子宮頸",52.48,19.6
1984,"女","桃園市","子宮頸",50.42,18.96
1984,"女","新竹縣","子宮頸",54.9,22.58
1984,"女","宜蘭縣","子宮頸",52.91,31.52
1984,"女","苗栗縣","子宮頸",52.54,21.68
1984,"女","彰化縣","子宮頸",52.69,18.71
1984,"女","南投縣","子宮頸",54.06,19.96
1984,"女","雲林縣","子宮頸",55.08,22.56
1984,"女","嘉義縣","子宮頸",51.44,18.33
1984,"女","屏東縣","子宮頸",50.96,13.12
1984,"女","澎湖縣","子宮頸",55.08,24.46
1984,"女","花蓮縣","子宮頸",51.64,33.38
1984,"女","台東縣","子宮頸",46.21,11.27
1984,"女","金門縣","子宮頸",58,4.17
1985,"女","台閩地區","子宮頸",53.34,24.55
1985,"女","台北市","子宮頸",54.07,23.88
1985,"女","台中市","子宮頸",54.28,18.91
1985,"女","台南市","子宮頸",52.5,15.24
1985,"女","高雄市","子宮頸",52.14,12.65
1985,"女","基隆市","子宮頸",53,23.79
1985,"女","新竹市","子宮頸",48.76,22.8
1985,"女","嘉義市","子宮頸",56.52,23.47
1985,"女","新北市","子宮頸",52.03,22.72
1985,"女","桃園市","子宮頸",53.37,20.34
1985,"女","新竹縣","子宮頸",54.88,24.29
1985,"女","宜蘭縣","子宮頸",53.92,30.1
1985,"女","苗栗縣","子宮頸",52.42,20.9
1985,"女","彰化縣","子宮頸",55.36,20.61
1985,"女","南投縣","子宮頸",51.59,19.14
1985,"女","雲林縣","子宮頸",54.84,24.27
1985,"女","嘉義縣","子宮頸",55.71,21.39
1985,"女","屏東縣","子宮頸",51.13,17.78
1985,"女","澎湖縣","子宮頸",53.5,8.24
1985,"女","花蓮縣","子宮頸",52.7,20.01
1985,"女","台東縣","子宮頸",55.07,11.35
1985,"女","金門縣","子宮頸",53.67,12.72
1986,"女","台閩地區","子宮頸",52.58,20.45
1986,"女","台北市","子宮頸",52.95,24.3
1986,"女","台中市","子宮頸",53.23,19.92
1986,"女","台南市","子宮頸",48.32,13.77
1986,"女","高雄市","子宮頸",52.33,17.19
1986,"女","基隆市","子宮頸",48.26,25.65
1986,"女","新竹市","子宮頸",55.29,34.85
1986,"女","嘉義市","子宮頸",55.08,20.15
1986,"女","新北市","子宮頸",52.01,20.75
1986,"女","桃園市","子宮頸",51.33,23.22
1986,"女","新竹縣","子宮頸",51.93,24.85
1986,"女","宜蘭縣","子宮頸",51.07,27.86
1986,"女","苗栗縣","子宮頸",51.58,23.66
1986,"女","彰化縣","子宮頸",54.32,16.17
1986,"女","南投縣","子宮頸",58.88,21.9
1986,"女","雲林縣","子宮頸",54.17,22.13
1986,"女","嘉義縣","子宮頸",54.17,19
1986,"女","屏東縣","子宮頸",53.65,16.22
1986,"女","澎湖縣","子宮頸",59.75,10.43
1986,"女","花蓮縣","子宮頸",52.05,24.4
1986,"女","台東縣","子宮頸",49.65,18.91
1986,"女","金門縣","子宮頸",61.25,17.3
1986,"女","連江縣","子宮頸",45,33.03
1987,"女","台閩地區","子宮頸",53.27,21.79
1987,"女","台北市","子宮頸",53.65,25.6
1987,"女","台中市","子宮頸",52.52,21.72
1987,"女","台南市","子宮頸",51.42,14.4
1987,"女","高雄市","子宮頸",52.47,17.6
1987,"女","基隆市","子宮頸",50.41,41.3
1987,"女","新竹市","子宮頸",51.53,34.29
1987,"女","嘉義市","子宮頸",56.87,18.46
1987,"女","新北市","子宮頸",52.03,23.56
1987,"女","桃園市","子宮頸",51.5,23.18
1987,"女","新竹縣","子宮頸",55.22,37.59
1987,"女","宜蘭縣","子宮頸",54.75,27.45
1987,"女","苗栗縣","子宮頸",52.65,19.55
1987,"女","彰化縣","子宮頸",57.65,19.32
1987,"女","南投縣","子宮頸",58.87,17.66
1987,"女","雲林縣","子宮頸",54.71,16.99
1987,"女","嘉義縣","子宮頸",54.14,22.21
1987,"女","屏東縣","子宮頸",55.64,18.4
1987,"女","澎湖縣","子宮頸",57.57,14.92
1987,"女","花蓮縣","子宮頸",52.64,25.86
